vigilance_policy,retrieval_floor_policy,epoch,contraction,rho_probe,within_probe,offclass_weight_mean,acc_epoch,sim_floor_active,floor_delta_ema,top1_top2_margin,top1_sim,top2_sim,vote_entropy,effective_support,max_vote_weight,n_surviving_votes,true_label,top1_label,top1_correct,vote_pred_label,vote_correct,is_blended,offclass_weight,true_margin,margin_bucket,arm,injection_rate,supersede_epoch,probe_index,top1_slot,failure_mode,contradictory_strict,contradictory_lenient,stale_strict,stale_lenient,n_contra_topk,n_stale_topk,contra_vote_weight,stale_vote_weight
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.00440293550491333,0.6673038005828857,0.6629008650779724,0.6921788454055786,1.9980642795562744,0.5220003724098206,2,0,0,1,0,1,0,0.0,0.5367567539215088,2,mixed,0.15,6,0,0,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.013249516487121582,0.8781955242156982,0.8649460077285767,0.6844462156295776,1.9826735258102417,0.5658625364303589,2,0,0,1,0,1,0,0.0,0.7532428503036499,2,mixed,0.15,6,1,0,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.05329543352127075,0.7647343873977661,0.7114389538764954,0.9585752487182617,2.607978105545044,0.6843621730804443,10,0,0,1,0,1,0,0.0,0.669069766998291,2,mixed,0.15,6,2,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.0033568143844604492,0.8981385231018066,0.8947817087173462,0.6925840973854065,1.9988741874694824,0.5167778730392456,2,0,0,1,0,1,0,0.0,0.7440119385719299,2,mixed,0.15,6,3,0,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.040418922901153564,0.707013726234436,0.6665948033332825,1.780232310295105,5.931234359741211,0.3836651146411896,9,0,0,1,0,1,0,0.0,0.6180117130279541,2,mixed,0.15,6,4,1,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.07569658756256104,0.7127097845077515,0.6370131969451904,0.607287585735321,1.8354461193084717,0.7909104824066162,3,0,0,1,0,1,0,0.0,0.3884698748588562,2,mixed,0.15,6,5,9,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.107677161693573,0.7898891568183899,0.6822119951248169,1.0491313934326172,2.8551700115203857,0.7315910458564758,9,0,0,1,0,1,0,0.0,0.6876875758171082,2,mixed,0.15,6,6,19,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.01112586259841919,0.7458006143569946,0.7346747517585754,1.8039741516113281,6.073737621307373,0.2942948341369629,9,0,0,1,0,1,0,0.0,0.5983448624610901,2,mixed,0.15,6,7,11,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.013192892074584961,0.5580552816390991,0.5448623895645142,1.6693257093429565,5.308587074279785,0.32176733016967773,6,0,0,1,0,1,0,0.0,0.34937557578086853,2,mixed,0.15,6,8,10,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.09731873869895935,0.4910767674446106,0.39375802874565125,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.33351749181747437,2,mixed,0.15,6,9,12,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.07558119297027588,0.79444420337677,0.7188630104064941,0.9443769454956055,2.5712108612060547,0.6966140270233154,8,0,0,1,0,1,0,0.0,0.6821513772010803,2,mixed,0.15,6,10,26,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.011922359466552734,0.8878562450408936,0.8759338855743408,0.6860902309417725,1.9859358072280884,0.559330940246582,2,0,0,1,0,1,0,0.0,0.6696486473083496,2,mixed,0.15,6,11,29,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.03325176239013672,0.8003379702568054,0.7670862078666687,1.613257646560669,5.019134998321533,0.38950538635253906,9,0,0,1,0,1,0,0.0,0.680311918258667,2,mixed,0.15,6,12,1,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.05804818868637085,0.7444828152656555,0.6864346265792847,1.5136703252792358,4.5433759689331055,0.5229699611663818,10,0,0,1,0,1,0,0.0,0.6177811026573181,2,mixed,0.15,6,14,5,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.07894754409790039,0.7699598073959351,0.6910122632980347,0.7382908463478088,2.0923562049865723,0.7721617817878723,5,0,0,1,0,1,0,0.0,0.5619463324546814,2,mixed,0.15,6,15,16,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.019542038440704346,0.6250524520874023,0.605510413646698,1.5598177909851074,4.757954120635986,0.3459821939468384,6,0,0,1,0,1,0,0.0,0.21079126000404358,2,mixed,0.15,6,17,21,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.49922,0.672433,0.095327,0.988281,0.490056,0.640056,0.06710803508758545,0.49450206756591797,0.4273940324783325,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.36358708143234253,2,mixed,0.15,6,18,30,CORRECT,0,0,0,0,0,0,0.0,0.0
