vigilance_policy,retrieval_floor_policy,epoch,contraction,rho_probe,within_probe,offclass_weight_mean,acc_epoch,sim_floor_active,floor_delta_ema,top1_top2_margin,top1_sim,top2_sim,vote_entropy,effective_support,max_vote_weight,n_surviving_votes,true_label,top1_label,top1_correct,vote_pred_label,vote_correct,is_blended,offclass_weight,true_margin,margin_bucket,arm,injection_rate,supersede_epoch,probe_index,top1_slot,failure_mode,contradictory_strict,contradictory_lenient,stale_strict,stale_lenient,n_contra_topk,n_stale_topk,contra_vote_weight,stale_vote_weight
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.03387933969497681,0.7483687400817871,0.7144894003868103,2.4482381343841553,11.567947387695312,0.28035968542099,19,0,0,1,0,1,0,0.0,0.5877569913864136,2,stale-soft,0.0,6,0,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.06985175609588623,0.8749865293502808,0.8051347732543945,1.7328765392303467,5.65690279006958,0.49615564942359924,17,0,0,1,0,1,0,0.0,0.5347460508346558,2,stale-soft,0.0,6,1,27,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.010310947895050049,0.6870408058166504,0.6767298579216003,1.9502196311950684,7.030231475830078,0.28196120262145996,11,0,0,1,0,1,0,0.0,0.607417643070221,2,stale-soft,0.0,6,2,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.007979214191436768,0.7837405800819397,0.7757613658905029,2.150879383087158,8.592411041259766,0.2520643472671509,20,0,0,1,0,1,0,0.0,0.6073779463768005,2,stale-soft,0.0,6,3,8,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.011476218700408936,0.8532717227935791,0.8417955040931702,2.2434186935424805,9.425498962402344,0.26757776737213135,18,0,0,1,0,1,0,0.0,0.58863365650177,2,stale-soft,0.0,6,4,27,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.00844883918762207,0.6277357339859009,0.6192868947982788,1.350531816482544,3.8594775199890137,0.3266775906085968,4,0,0,1,0,1,0,0.0,0.4553041458129883,2,stale-soft,0.0,6,5,3,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.026772499084472656,0.7397220730781555,0.7129495739936829,2.325833797454834,10.235210418701172,0.308302640914917,20,0,0,1,0,1,0,0.0,0.5168523788452148,2,stale-soft,0.0,6,6,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.026081621646881104,0.7790729999542236,0.7529913783073425,2.4719579219818115,11.845617294311523,0.23552978038787842,20,0,0,1,0,1,0,0.0,0.6332921981811523,2,stale-soft,0.0,6,7,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.030427217483520508,0.8791252374649048,0.8486980199813843,2.274275541305542,9.720873832702637,0.2871009111404419,20,0,0,1,0,1,0,0.0,0.6234033107757568,2,stale-soft,0.0,6,8,18,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.02542126178741455,0.6868306398391724,0.6614093780517578,1.9361164569854736,6.931778907775879,0.36447572708129883,12,0,0,1,0,1,0,0.0,0.5356268882751465,2,stale-soft,0.0,6,9,28,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.01580733060836792,0.6994674205780029,0.683660089969635,2.610710382461548,13.608715057373047,0.19649457931518555,20,0,0,1,0,1,0,0.0,0.5307576656341553,2,stale-soft,0.0,6,10,12,CORRECT,0,0,0,0,0,0,0.0,0.0
margin,live-delta,0,0.0,0.221717,0.598505,0.0,0.988281,0.535475,0.685475,0.008233428001403809,0.6643117666244507,0.6560783386230469,2.0204598903656006,7.541792392730713,0.23676033318042755,11,0,0,1,0,1,0,0.0,0.384749174118042,2,stale-soft,0.0,6,11,8,CORRECT,0,0,0,0,0,0,0.0,0.0
