vigilance_policy,retrieval_floor_policy,epoch,contraction,rho_probe,within_probe,offclass_weight_mean,acc_epoch,sim_floor_active,floor_delta_ema,top1_top2_margin,top1_sim,top2_sim,vote_entropy,effective_support,max_vote_weight,n_surviving_votes,true_label,top1_label,top1_correct,vote_pred_label,vote_correct,is_blended,offclass_weight,true_margin,margin_bucket,arm,injection_rate,supersede_epoch,probe_index,top1_slot,failure_mode,contradictory_strict,contradictory_lenient,stale_strict,stale_lenient,n_contra_topk,n_stale_topk,contra_vote_weight,stale_vote_weight,served_outcome,abstain_reason
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.005392491817474365,0.4827849864959717,0.4773924946784973,1.091243028640747,2.977973461151123,0.3788272440433502,3,0,0,1,0,1,0,0.0,0.12716254591941833,2,contra,0.15,-1,4,2,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.0658082664012909,0.5655679702758789,0.499759703874588,1.0101277828216553,2.7459518909454346,0.6742455959320068,5,0,0,1,0,1,0,0.0,0.20458382368087769,2,contra,0.15,-1,5,29,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.16582369804382324,0.6383922696113586,0.4725685715675354,0.3332458734512329,1.3954904079437256,0.9284201860427856,4,0,0,1,0,1,0,0.0,0.28039103746414185,2,contra,0.15,-1,6,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.04575324058532715,0.45655307173728943,0.4107998311519623,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.074705570936203,2,contra,0.15,-1,10,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.13515961170196533,0.6480188965797424,0.5128592848777771,0.23456351459026337,1.2643567323684692,0.937214732170105,2,0,0,1,0,1,0,0.0,0.4530371427536011,2,contra,0.15,-1,14,15,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.032222360372543335,0.4291180968284607,0.39689573645591736,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.15420639514923096,2,contra,0.15,-1,16,11,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.1636589765548706,0.6486756801605225,0.48501670360565186,0.2651049494743347,1.3035677671432495,0.9406507015228271,3,0,0,1,0,1,0,0.0,0.26930439472198486,2,contra,0.15,-1,21,16,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.11646449565887451,0.617927074432373,0.5014625787734985,0.6084496974945068,1.8375804424285889,0.8386348485946655,4,0,0,1,0,1,0,0.0,0.3313007950782776,2,contra,0.15,-1,22,29,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.11742746829986572,0.5949536561965942,0.4775261878967285,0.8021281957626343,2.2302823066711426,0.7841536998748779,5,0,0,1,0,1,0,0.0,0.29241907596588135,2,contra,0.15,-1,24,29,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.496638,0.606142,0.0985,0.976562,0.415082,0.565082,0.20957601070404053,0.622356653213501,0.41278064250946045,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.3615385890007019,2,contra,0.15,-1,27,24,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
