vigilance_policy,retrieval_floor_policy,epoch,contraction,rho_probe,within_probe,offclass_weight_mean,acc_epoch,sim_floor_active,floor_delta_ema,top1_top2_margin,top1_sim,top2_sim,vote_entropy,effective_support,max_vote_weight,n_surviving_votes,true_label,top1_label,top1_correct,vote_pred_label,vote_correct,is_blended,offclass_weight,true_margin,margin_bucket,arm,injection_rate,supersede_epoch,probe_index,top1_slot,failure_mode,contradictory_strict,contradictory_lenient,stale_strict,stale_lenient,n_contra_topk,n_stale_topk,contra_vote_weight,stale_vote_weight,served_outcome,abstain_reason
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.08858919143676758,0.5616472959518433,0.4730581045150757,1.3934836387634277,4.028860569000244,0.6389455795288086,17,0,0,1,0,1,0,0.0259558018296957,0.22280466556549072,2,stale-soft,0.0,6,0,7,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.06531029939651489,0.4198814034461975,0.3545711040496826,1.1466506719589233,3.1476328372955322,0.6093462705612183,5,0,0,1,0,1,1,0.13777117431163788,0.07433962821960449,2,stale-soft,0.0,6,1,0,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.15834331512451172,0.4902179539203644,0.33187463879585266,0.9010947346687317,2.462297201156616,0.8087494969367981,10,0,0,1,0,1,0,0.04638320580124855,0.15834331512451172,2,stale-soft,0.0,6,2,17,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.00620231032371521,0.4598029851913452,0.45360067486763,2.4959864616394043,12.133697509765625,0.18604446947574615,20,0,0,1,0,1,0,0.025936441496014595,0.13865387439727783,2,stale-soft,0.0,6,3,7,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.0393713116645813,0.49600115418434143,0.45662984251976013,2.5303635597229004,12.55807113647461,0.26725706458091736,20,0,1,0,1,0,1,0.6661855578422546,-0.0393713116645813,0,stale-soft,0.0,6,4,43,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.01674911379814148,0.42364421486854553,0.40689510107040405,2.25396466255188,9.525425910949707,0.2964652180671692,15,0,0,1,0,1,1,0.10699881613254547,0.0915776789188385,2,stale-soft,0.0,6,5,17,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.044088125228881836,0.5367840528488159,0.4926959276199341,2.2019145488739014,9.042308807373047,0.31460022926330566,20,0,0,1,0,1,1,0.3909491300582886,0.044088125228881836,1,stale-soft,0.0,6,6,24,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.017386168241500854,0.3785971999168396,0.36121103167533875,1.6852850914001465,5.393988609313965,0.35674524307250977,7,0,1,0,1,0,1,0.5168071389198303,-0.017386168241500854,0,stale-soft,0.0,6,7,61,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.08456525206565857,0.45839160680770874,0.37382635474205017,1.4931570291519165,4.451125621795654,0.576919674873352,9,0,1,0,1,0,1,0.8051841855049133,-0.10400882363319397,0,stale-soft,0.0,6,8,52,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.004209160804748535,0.4691773056983948,0.46496814489364624,1.8282294273376465,6.222858905792236,0.34064120054244995,12,0,0,1,0,1,1,0.10946395993232727,0.08444088697433472,2,stale-soft,0.0,6,9,29,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.14829879999160767,0.6366702318191528,0.48837143182754517,0.48620128631591797,1.6261272430419922,0.9004487991333008,13,0,0,1,0,1,0,0.06973562389612198,0.14829879999160767,2,stale-soft,0.0,6,10,24,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.005578368902206421,0.29805994033813477,0.29248157143592834,1.6061584949493408,4.9836297035217285,0.22880420088768005,5,0,2,0,0,1,1,0.4257446527481079,-0.005578368902206421,0,stale-soft,0.0,6,11,72,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.016799569129943848,0.3495281934738159,0.33272862434387207,2.4168179035186768,11.21013069152832,0.16560256481170654,12,0,0,1,0,1,1,0.17551887035369873,0.04678088426589966,1,stale-soft,0.0,6,12,13,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.039746373891830444,0.30318111181259155,0.2634347379207611,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.08661071956157684,2,stale-soft,0.0,6,13,26,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.09863480925559998,0.5681047439575195,0.46946993470191956,0.9687634110450745,2.6346843242645264,0.7731980681419373,16,0,1,0,1,0,1,0.9803058505058289,-0.22248366475105286,0,stale-soft,0.0,6,14,35,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.08912575244903564,0.4009496569633484,0.31182390451431274,0.9812764525413513,2.6678595542907715,0.6781187057495117,4,0,0,1,0,1,1,0.1140693798661232,0.08912575244903564,2,stale-soft,0.0,6,15,19,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.016982465982437134,0.5011003613471985,0.48411789536476135,2.408212184906006,11.114073753356934,0.24180616438388824,20,0,0,1,1,0,1,0.617266833782196,0.016982465982437134,0,stale-soft,0.0,6,16,24,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.12077388167381287,0.38686105608940125,0.2660871744155884,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.13998815417289734,2,stale-soft,0.0,6,17,15,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.05058789253234863,0.3627921938896179,0.3122043013572693,1.5665786266326904,4.790230751037598,0.44435951113700867,6,0,0,1,0,1,0,0.09527663886547089,0.07699248194694519,2,stale-soft,0.0,6,18,7,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.24001169204711914,0.697227954864502,0.4572162628173828,0.23085647821426392,1.2596784830093384,0.9658412933349609,20,0,0,1,0,1,0,0.009993801824748516,0.2588767409324646,2,stale-soft,0.0,6,20,17,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.10926885902881622,0.34342271089553833,0.2341538518667221,-0.0,1.0,1.0,1,0,0,1,0,1,0,0.0,0.10926885902881622,2,stale-soft,0.0,6,21,19,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.031585752964019775,0.32356977462768555,0.29198402166366577,1.3351763486862183,3.800666093826294,0.39448946714401245,4,0,0,1,0,1,0,0.0,0.04690989851951599,1,stale-soft,0.0,6,23,5,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.07864773273468018,0.5750564336776733,0.49640870094299316,1.3044854402542114,3.6857919692993164,0.6783879399299622,20,0,0,1,0,1,0,0.06715629994869232,0.13445734977722168,2,stale-soft,0.0,6,24,17,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.04762154817581177,0.37726837396621704,0.3296468257904053,0.8819994926452637,2.415724992752075,0.6377499103546143,3,0,0,1,0,1,0,0.0,0.11129796504974365,2,stale-soft,0.0,6,25,26,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.05207479000091553,0.40230363607406616,0.35022884607315063,1.7171649932861328,5.568718910217285,0.43087247014045715,8,0,1,0,1,0,1,0.5724108815193176,-0.05207479000091553,0,stale-soft,0.0,6,26,52,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.002972900867462158,0.44835323095321655,0.4453803300857544,2.5992910861968994,13.45419692993164,0.16555747389793396,20,0,0,1,0,1,1,0.1275685727596283,0.06983911991119385,2,stale-soft,0.0,6,27,17,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.015471339225769043,0.32633835077285767,0.3108670115470886,0.6813207864761353,1.9764865636825562,0.576745331287384,2,0,1,0,1,0,1,0.576745331287384,-0.015471339225769043,0,stale-soft,0.0,6,28,39,BLENDED,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.03304925560951233,0.33918243646621704,0.3061331808567047,1.2918591499328613,3.6395468711853027,0.4423758089542389,4,0,1,0,0,1,1,0.4423758089542389,-0.03304925560951233,0,stale-soft,0.0,6,29,50,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.18138855695724487,0.5200752019882202,0.33868664503097534,0.7668471932411194,2.152967691421509,0.8548165559768677,13,0,0,1,0,1,0,0.02045157179236412,0.21417245268821716,2,stale-soft,0.0,6,30,17,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.027149081230163574,0.46322065591812134,0.43607157468795776,1.8463797569274902,6.336836814880371,0.3712913990020752,12,0,0,1,0,1,1,0.3473162353038788,0.027149081230163574,1,stale-soft,0.0,6,31,24,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.2848507761955261,0.7049044370651245,0.4200536608695984,0.08263266831636429,1.0861427783966064,0.9884241223335266,8,0,0,1,0,1,0,0.0008257394656538963,0.35437941551208496,2,stale-soft,0.0,6,32,2,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.06312143802642822,0.3594024181365967,0.29628098011016846,0.8941965103149414,2.4453701972961426,0.6466484069824219,3,0,0,1,0,1,0,0.0,0.08312207460403442,2,stale-soft,0.0,6,33,8,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
margin,live-delta,0,0.0,0.287055,0.576036,0.094241,0.917969,0.280945,0.430945,0.027742385864257812,0.32225531339645386,0.29451292753219604,0.6560969948768616,1.9272555112838745,0.6352595686912537,2,0,0,1,0,1,0,0.0,0.07282248139381409,2,stale-soft,0.0,6,34,21,CORRECT,0,0,0,0,0,0,0.0,0.0,answer,
