query_id,width,all_witness,led_never_resolving,decision,acted_class_mass,expected_correct
pairE_mixed_s2:e2:p130,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e2:p147,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e2:p159,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e2:p160,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e2:p161,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e2:p169,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e2:p186,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e3:p135,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e3:p147,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e3:p160,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e3:p186,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e4:p135,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e4:p147,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e5:p160,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e5:p193,3,1,1,ACT,"{""1"": 0.5, ""2"": 0.5}",0.0
pairE_mixed_s2:e6:p130,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e6:p135,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e6:p169,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e6:p186,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e7:p74,3,1,1,ACT,"{""0"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e7:p114,3,1,1,ACT,"{""0"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e7:p130,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e7:p186,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e7:p193,3,1,1,ACT,"{""1"": 0.5, ""2"": 0.5}",0.0
pairE_mixed_s2:e7:p231,3,1,1,ACT,"{""0"": 0.5, ""2"": 0.5}",0.0
pairE_mixed_s2:e8:p135,3,1,1,ACT,"{""1"": 0.5, ""2"": 0.5}",0.5
pairE_mixed_s2:e8:p147,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e8:p159,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e8:p160,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e8:p188,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e9:p159,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e9:p160,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e9:p161,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e9:p231,3,1,1,ACT,"{""0"": 0.5, ""2"": 0.5}",0.0
pairE_mixed_s2:e10:p147,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e10:p159,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e10:p160,3,1,1,ACT,"{""2"": 0.5, ""3"": 0.5}",0.5
pairE_mixed_s2:e10:p161,3,1,1,ACT,"{""2"": 0.5, ""3"": 0.5}",0.5
pairE_mixed_s2:e10:p188,3,1,1,ACT,"{""1"": 0.5, ""3"": 0.5}",0.0
pairE_mixed_s2:e11:p130,3,1,1,ACT,"{""1"": 0.5, ""2"": 0.5}",0.5
pairE_mixed_s2:e11:p161,3,1,1,ACT,"{""1"": 0.5, ""2"": 0.5}",0.5
pairE_mixed_s2:e11:p193,3,1,1,ACT,"{""1"": 0.5, ""2"": 0.5}",0.0
pairE_mixed_s2:e11:p231,3,1,1,ACT,"{""0"": 0.5, ""3"": 0.5}",0.5
